n,time,stddev
1.0,0.005559158325195312,0.013562839120220117
2.0,0.0012490034103393554,0.0008682189581073414
4.0,0.0006651878356933594,0.0008039625371193608
8.0,0.0005239248275756836,0.000503194814907344
16.0,0.0005916833877563476,0.0006753325591754227
32.0,0.0005510330200195312,0.0005366892540610945
64.0,0.0005546331405639649,0.0004251856973571744
128.0,0.0004956007003784179,0.0005242603375616747
256.0,0.0005257844924926758,0.0004944193641977704
512.0,0.0005838871002197266,0.0004777294750562223
1024.0,0.0005426406860351562,0.0004785038905718124
2048.0,0.000503706932067871,0.0004289899759765809
4096.0,0.0005166769027709961,0.0004147946313384335
8192.0,0.0004984140396118164,0.0004261572041206766
16384.0,0.0005296945571899414,0.00048483775508871855
32768.0,0.0006048202514648438,0.0005784916672920634
65536.0,0.0008666515350341797,0.0009949586494490952
131072.0,0.0012603282928466796,0.001651630862903155
262144.0,0.0010155916213989257,0.000553752636810549
524288.0,0.0011666297912597656,0.0008044795696819132
1048576.0,0.0012187480926513672,0.0004965294681604697
2097152.0,0.001615619659423828,0.0008669727024183508
4194304.0,0.006139969825744629,0.01336931718206729
8388608.0,0.002844572067260742,0.00048551965942959015
16777216.0,0.005952119827270508,0.0011675337029380744
33554432.0,0.011239051818847656,0.0011888372597104828
67108864.0,0.024550366401672363,0.012706699629083953
134217728.0,0.04434380531311035,0.006159310764853361
